Date,Open,High,Low,Close,Adj Close,Volume,lrets,MACD,stochastics,ATR
1950-01-05,16.93,16.93,16.93,16.93,16.93,2550000,0.004736539346673114,0.0,,0.0
1950-01-06,16.98,16.98,16.98,16.98,16.98,2010000,0.0029489847381573005,0.0005313765182193052,,0.05000000000000071
1950-01-09,17.08,17.08,17.08,17.08,17.08,2520000,0.005872007477222368,0.0024861033706618527,,0.09999999999999787
1950-01-10,17.030001000000002,17.030001000000002,17.030001000000002,17.030001000000002,17.030001000000002,2160000,-0.0029316349659223315,0.0015036645522052976,,0.04999899999999613
1950-01-11,17.09,17.09,17.09,17.09,17.09,2630000,0.003516943732998215,0.002724414808271132,,0.05999899999999769
1950-01-12,16.76,16.76,16.76,16.76,16.76,2970000,-0.019498402073562435,-0.008055654470621178,,0.3299999999999983
1950-01-13,16.67,16.67,16.67,16.67,16.67,3330000,-0.005384398291234321,-0.016435151900142726,,0.08999999999999986
1950-01-16,16.719998999999998,16.719998999999998,16.719998999999998,16.719998999999998,16.719998999999998,1460000,0.002994851085238546,-0.018124051257401103,,0.04999899999999613
1950-01-17,16.860001,16.860001,16.860001,16.860001,16.860001,1790000,0.00833846403774743,-0.01225628860046631,,0.14000200000000262
1950-01-18,16.85,16.85,16.85,16.85,16.85,1570000,-0.0005933550873178359,-0.008463760316078107,,0.010000999999999038
1950-01-19,16.870001000000002,16.870001000000002,16.870001000000002,16.870001000000002,16.870001000000002,1170000,0.0011862990363272308,-0.004701422779554659,,0.0200010000000006
1950-01-20,16.9,16.9,16.9,16.9,16.9,1440000,0.0017766660943295397,-0.0005747468284422533,,0.029998999999996556
1950-01-23,16.92,16.92,16.92,16.92,16.92,1340000,0.0011827322490496157,0.003206459223558316,,0.020000000000003126
1950-01-24,16.860001,16.860001,16.860001,16.860001,16.860001,1250000,-0.003552342292388676,0.002636026727780504,45.23833333333324,0.059999000000001246
1950-01-25,16.74,16.74,16.74,16.74,16.74,1700000,-0.007142946824359527,-0.003951534832026855,16.66666666666596,0.12000100000000202
1950-01-26,16.73,16.73,16.73,16.73,16.73,1150000,-0.0005975500625965705,-0.008598766491178134,14.285714285714045,0.00999999999999801
1950-01-27,16.82,16.82,16.82,16.82,16.82,1250000,0.0053651395460693665,-0.006365742789243914,35.71428571428553,0.08999999999999986
1950-01-30,17.02,17.02,17.02,17.02,17.02,1640000,0.011820468600426045,0.006641290724720193,83.33333333333319,0.1999999999999993
1950-01-31,17.049999,17.049999,17.049999,17.049999,17.049999,1690000,0.0017610219332696122,0.01707616213004852,100.0,0.02999900000000011
1950-02-01,17.049999,17.049999,17.049999,17.049999,17.049999,1810000,0.0,0.023706834883695675,100.0,0.0
1950-02-02,17.23,17.23,17.23,17.23,17.23,2040000,0.010501905461340546,0.03807328004953022,100.0,0.18000100000000074
1950-02-03,17.290001,17.290001,17.290001,17.290001,17.290001,2210000,0.00347630699225917,0.050249887149031516,100.0,0.06000099999999975
1950-02-06,17.32,17.32,17.32,17.32,17.32,1490000,0.0017335456021916732,0.058711193495852965,100.0,0.02999900000000011
1950-02-07,17.23,17.23,17.23,17.23,17.23,1360000,-0.005209852594450854,0.056944458419685234,84.74576271186443,0.08999999999999986
1950-02-08,17.209999,17.209999,17.209999,17.209999,17.209999,1470000,-0.001161498422144399,0.05236937880914727,81.35576271186433,0.0200010000000006
1950-02-09,17.280001000000002,17.280001000000002,17.280001000000002,17.280001000000002,17.280001000000002,1810000,0.004059269128584566,0.051568435969383666,93.22050847457659,0.07000200000000234
1950-02-10,17.24,17.24,17.24,17.24,17.24,1790000,-0.002317556010731436,0.04643822326393373,86.44067796610138,0.04000100000000373
1950-02-14,17.059998999999998,17.059998999999998,17.059998999999998,17.059998999999998,17.059998999999998,2210000,-0.010495781788662914,0.029430113083734034,55.93203389830464,0.18000100000000074
1950-02-15,17.059998999999998,17.059998999999998,17.059998999999998,17.059998999999998,17.059998999999998,1730000,0.0,0.016166548896799894,55.93203389830464,0.0
1950-02-16,16.99,16.99,16.99,16.99,16.99,1920000,-0.004111547763043545,0.0013744673676138533,33.99999999999963,0.06999899999999926
1950-02-17,17.15,17.15,17.15,17.15,17.15,1940000,0.009373237928108184,0.0010269382682057127,48.48484848484826,0.16000000000000014
1950-02-20,17.200001,17.200001,17.200001,17.200001,17.200001,1420000,0.002911268346991648,0.0036127198548809233,63.63666666666688,0.05000100000000174
1950-02-21,17.17,17.17,17.17,17.17,17.17,1260000,-0.0017457670495563313,0.0028745948321223097,54.54545454545523,0.030000999999998612
1950-02-23,17.209999,17.209999,17.209999,17.209999,17.209999,1310000,0.002326877208309524,0.004491811172686544,66.66636363636368,0.03999899999999812
1950-02-24,17.280001000000002,17.280001000000002,17.280001000000002,17.280001000000002,17.280001000000002,1710000,0.004059269128584566,0.009734353119863787,87.87909090909154,0.07000200000000234
1950-02-27,17.280001000000002,17.280001000000002,17.280001000000002,17.280001000000002,17.280001000000002,1410000,0.0,0.012640553929407841,87.87909090909154,0.0
1950-02-28,17.219998999999998,17.219998999999998,17.219998999999998,17.219998999999998,17.219998999999998,1310000,-0.0034783803187047233,0.009729565346042857,79.3097265181832,0.06000200000000433
1950-03-01,17.24,17.24,17.24,17.24,17.24,1410000,0.001160824307973345,0.008246310770335802,86.20659928758755,0.0200010000000006
1950-03-02,17.23,17.23,17.23,17.23,17.23,1340000,-0.000580214695708719,0.005758701828196128,82.75833531608474,0.00999999999999801
1950-03-03,17.290001,17.290001,17.290001,17.290001,17.290001,1520000,0.00347630699225917,0.007440539758683078,100.0,0.06000099999999975
1950-03-06,17.32,17.32,17.32,17.32,17.32,1470000,0.0017335456021916732,0.0099402629813816,100.0,0.02999900000000011
1950-03-07,17.200001,17.200001,17.200001,17.200001,17.200001,1590000,-0.006952461175348598,0.0025677961261453275,63.63666666666688,0.11999899999999997
1950-03-08,17.190001000000002,17.190001000000002,17.190001000000002,17.190001000000002,17.190001000000002,1360000,-0.0005815643908276912,-0.003920324589628051,60.60636363636447,0.00999999999999801
1950-03-09,17.07,17.07,17.07,17.07,17.07,1330000,-0.007005340761763621,-0.01721782999251896,0.0,0.12000100000000202
1950-03-10,17.09,17.09,17.09,17.09,17.09,1260000,0.0011709603211502689,-0.025133651409421094,7.9999999999998295,0.019999999999999574
1950-03-13,17.120001000000002,17.120001000000002,17.120001000000002,17.120001000000002,17.120001000000002,1060000,0.0017539319973098925,-0.028277275284654887,20.000400000000695,0.030001000000002165
1950-03-14,17.25,17.25,17.25,17.25,17.25,1140000,0.00756471435255942,-0.02092807033828966,71.99999999999989,0.12999899999999798
1950-03-15,17.450001,17.450001,17.450001,17.450001,17.450001,1830000,0.01152756247765597,-0.0014760602397329847,100.0,0.20000100000000032
